show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s117,Movie,A Beautiful Mind,Sofia Coppola,"Oscar Isaac, Viola Davis, Brad Pitt",Sweden,"May 14, 2016",2016,G,180 min,"Horror, Stand-Up Comedy, International Movies",Five strangers are brought together by fate in a city that never sleeps.
s118,Movie,Echoes of Tomorrow 4,Barry Jenkins,"Oscar Isaac, Ana de Armas",Brazil,"June 21, 2009",2009,NR,91 min,"Thrillers, Teen TV Shows, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s119,TV Show,Narcos,David Fincher,"Viola Davis, Idris Elba, Oscar Isaac",,,2016,R,4 Seasons,"Action & Adventure, British TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s120,Movie,Broken Wings 4,Alfonso Cuarón,"Cate Blanchett, Tom Hanks, Idris Elba, Natalie Portman, Ryan Gosling",Australia,"June 28, 2008",2008,TV-14,162 min,"Korean TV Shows, British TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them."
s121,Movie,Broken Wings,Greta Gerwig,"Ana de Armas, Lupita Nyong'o, Denzel Washington",France,"November 18, 2011",2011,TV-Y7,122 min,"Horror, Thrillers",Five strangers are brought together by fate in a city that never sleeps.
s122,Movie,Dark Waters 2,Christopher Nolan,"Tom Hanks, Cate Blanchett, Florence Pugh, Brad Pitt, Ryan Gosling",Philippines,"August 06, 2020",2020,NR,97 min,Anime Features,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s123,Movie,Code Red,Barry Jenkins,"Cate Blanchett, Tom Hanks",Italy,"December 15, 2005",2005,UR,166 min,"Children & Family Movies, International Movies, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s124,TV Show,Narcos,,"Natalie Portman, Cate Blanchett",Italy,"March 20, 2018",2018,TV-14,4 Seasons,British TV Shows,Five strangers are brought together by fate in a city that never sleeps.
s125,Movie,Neon Dreams,,"Zendaya, Lupita Nyong'o, Tom Hanks, Ryan Gosling",Canada,"January 09, 2020",2020,UR,76 min,Horror,Five strangers are brought together by fate in a city that never sleeps.
s126,TV Show,Jupiter's Legacy,Barry Jenkins,"Ryan Gosling, Idris Elba, Brad Pitt",,"September 24, 2008",2008,UR,8 Seasons,"Crime TV Shows, British TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s127,TV Show,The Circle,,"Ana de Armas, Florence Pugh, Meryl Streep, Anthony Mackie, Ryan Gosling",Japan,"June 18, 2020",2020,TV-Y,6 Seasons,"Comedy, Korean TV Shows, Documentaries",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s40,TV Show,Stranger Things,Guillermo del Toro,"Anthony Mackie, Cate Blanchett, Zendaya",United Kingdom,"June 26, 2021",2021,UR,5 Seasons,"International Movies, British TV Shows, Independent Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s128,Movie,Echoes of Tomorrow,,"Brad Pitt, Ana de Armas, Denzel Washington, Idris Elba, Tom Hanks",Spain,"June 22, 2013",2013,TV-Y,140 min,"Children & Family Movies, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s129,Movie,Shadow Protocol,Martin Scorsese,"Oscar Isaac, Leonardo DiCaprio, Lupita Nyong'o",Nigeria,"July 03, 2006",2006,TV-G,107 min,"Horror, Reality TV","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s130,Movie,Neon Dreams 4,,"Viola Davis, Natalie Portman",France,"April 03, 2019",2019,TV-14,153 min,"Stand-Up Comedy, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.
s131,Movie,Fire & Ice,Kathryn Bigelow,"Leonardo DiCaprio, Florence Pugh, Oscar Isaac, Idris Elba",Thailand,"November 02, 2015",2015,NR,74 min,Independent Movies,"Set against the backdrop of history, a love story that transcends time and borders."
s132,TV Show,Narcos,,"Idris Elba, Denzel Washington, Brad Pitt, Zendaya",Germany,,2006,UR,1 Season,Reality TV,A comedy that brilliantly captures the chaos and joy of modern family life.
s133,TV Show,Ozark,Denis Villeneuve,"Denzel Washington, Idris Elba, Ryan Gosling, Florence Pugh, Zendaya",United Kingdom,"March 18, 2022",2022,R,5 Seasons,"Science & Nature TV, Children & Family Movies, Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s134,Movie,Digital Nomad,Park Chan-wook,"Zendaya, Idris Elba",Canada,"January 06, 2009",2009,,160 min,"Anime Features, Thrillers, Stand-Up Comedy","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s135,TV Show,Bridgerton,Greta Gerwig,"Idris Elba, Anthony Mackie",Spain,"August 15, 2018",2018,TV-14,8 Seasons,"Thrillers, Stand-Up Comedy, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s136,TV Show,Never Have I Ever,Greta Gerwig,"Leonardo DiCaprio, Lupita Nyong'o, Florence Pugh",Argentina,"January 18, 2011",2011,PG-13,4 Seasons,"Children & Family Movies, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.
s137,Movie,Whispering Walls,Wes Anderson,"Viola Davis, Cate Blanchett",Australia,"May 11, 2021",2021,TV-G,85 min,"British TV Shows, International Movies","Set against the backdrop of history, a love story that transcends time and borders."
s138,Movie,Raw Power,Alfonso Cuarón,,Indonesia,"January 25, 2022",2022,G,127 min,Science & Nature TV,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s139,TV Show,Too Hot to Handle,Steven Spielberg,"Meryl Streep, Oscar Isaac",Nigeria,"December 03, 2016",2016,TV-Y,3 Seasons,"Reality TV, Action & Adventure, Comedy","Based on true events, this documentary exposes the hidden world behind the headlines."
s140,Movie,Golden Hour,Ryan Coogler,"Idris Elba, Viola Davis, Natalie Portman, Tom Hanks, Cate Blanchett",Denmark,"August 11, 2011",2011,PG,158 min,Sports Movies,A detective with a troubled past investigates a series of mysterious disappearances.
s141,TV Show,Money Heist,,"Meryl Streep, Cate Blanchett, Florence Pugh, Viola Davis",Italy,"May 27, 2019",2019,G,7 Seasons,"Teen TV Shows, Korean TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s142,Movie,Parallel Lives 2,Greta Gerwig,"Meryl Streep, Florence Pugh",Japan,"November 03, 2019",2019,TV-Y,62 min,Romantic Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s143,Movie,Digital Nomad,Ryan Coogler,"Meryl Streep, Natalie Portman",Nigeria,"July 22, 2017",2017,TV-Y7,83 min,"Anime Features, Sports Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s144,Movie,Dark Waters 4,Jordan Peele,"Florence Pugh, Oscar Isaac, Ryan Gosling, Natalie Portman, Leonardo DiCaprio",Nigeria,"November 26, 2017",2017,UR,105 min,"Teen TV Shows, Independent Movies",Five strangers are brought together by fate in a city that never sleeps.
s145,Movie,Shadow Protocol,Spike Lee,"Idris Elba, Zendaya",Spain,"October 08, 2017",2017,TV-G,90 min,"Teen TV Shows, Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s146,TV Show,Black Mirror,Spike Lee,"Natalie Portman, Zendaya, Viola Davis",Denmark,"October 19, 2019",2019,,8 Seasons,"International Movies, Thrillers, Independent Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s147,Movie,Silent Storm 2,Wes Anderson,"Leonardo DiCaprio, Viola Davis, Zendaya, Cate Blanchett, Denzel Washington",Mexico,"March 25, 2018",2018,PG-13,107 min,"Reality TV, British TV Shows, Documentaries",Five strangers are brought together by fate in a city that never sleeps.
s148,Movie,Shattered Mirror,Denis Villeneuve,"Idris Elba, Denzel Washington, Ana de Armas, Ryan Gosling, Florence Pugh",Italy,"July 10, 2020",2020,TV-14,153 min,British TV Shows,"Based on true events, this documentary exposes the hidden world behind the headlines."
s149,TV Show,The Umbrella Academy,Spike Lee,"Natalie Portman, Idris Elba, Zendaya, Meryl Streep",United Kingdom,"February 27, 2011",2011,TV-Y,8 Seasons,Anime Features,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s150,Movie,Frozen in Time 4,Greta Gerwig,"Meryl Streep, Brad Pitt",Germany,"June 18, 2021",2021,TV-G,143 min,"Children & Family Movies, Thrillers, Sports Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s151,Movie,Code Red 2,,"Cate Blanchett, Meryl Streep, Viola Davis, Denzel Washington",United Kingdom,"October 16, 2014",2014,PG,137 min,"Thrillers, Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them."
s152,TV Show,Ginny & Georgia,Guillermo del Toro,,Argentina,"February 10, 2000",2000,TV-Y,4 Seasons,Drama,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s153,Movie,City of Lights,,"Zendaya, Anthony Mackie",Philippines,"March 12, 2017",2017,TV-MA,65 min,"Sports Movies, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s154,Movie,Frozen in Time,,"Denzel Washington, Idris Elba",Denmark,"September 14, 2020",2020,G,90 min,"International Movies, Action & Adventure","Based on true events, this documentary exposes the hidden world behind the headlines."
s155,TV Show,The Crown,Wes Anderson,"Cate Blanchett, Anthony Mackie, Natalie Portman",Japan,"February 22, 2005",2005,PG-13,5 Seasons,"Action & Adventure, Korean TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines."
s156,Movie,Shadow Protocol 4,Wes Anderson,"Leonardo DiCaprio, Anthony Mackie, Ana de Armas, Zendaya, Oscar Isaac",Nigeria,"February 04, 2018",2018,TV-14,172 min,"Science & Nature TV, Anime Features","Based on true events, this documentary exposes the hidden world behind the headlines."
s157,Movie,The Ghost Network 2,Spike Lee,"Anthony Mackie, Denzel Washington, Zendaya, Florence Pugh",Australia,"January 24, 2019",2019,TV-Y,103 min,"International Movies, Anime Features",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s158,Movie,Edge of Glory 3,Kathryn Bigelow,"Zendaya, Ana de Armas, Natalie Portman",Nigeria,"April 27, 2011",2011,PG,165 min,Music & Musicals,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s159,TV Show,Jupiter's Legacy,Wes Anderson,"Viola Davis, Cate Blanchett",India,"June 23, 2005",2005,TV-G,8 Seasons,"Reality TV, Documentaries, Drama","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s160,Movie,Ocean's Edge,Barry Jenkins,"Ana de Armas, Denzel Washington, Florence Pugh, Tom Hanks",Brazil,"October 25, 2005",2005,,146 min,Anime Features,"Based on true events, this documentary exposes the hidden world behind the headlines."
s161,TV Show,The Haunting of Hill House,,"Lupita Nyong'o, Oscar Isaac",United States,"May 23, 2020",2020,TV-14,7 Seasons,"Stand-Up Comedy, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s162,Movie,The Ghost Network,Park Chan-wook,"Cate Blanchett, Leonardo DiCaprio, Ryan Gosling, Idris Elba, Viola Davis",Brazil,"June 09, 2016",2016,PG,151 min,"International Movies, Romantic Movies, Horror",A comedy that brilliantly captures the chaos and joy of modern family life.
s163,TV Show,Black Mirror,Park Chan-wook,"Idris Elba, Lupita Nyong'o, Denzel Washington, Ana de Armas, Leonardo DiCaprio",Spain,"January 19, 2015",2015,TV-Y7,6 Seasons,"Children & Family Movies, Teen TV Shows, Independent Movies",Five strangers are brought together by fate in a city that never sleeps.
s164,TV Show,Sweet Tooth,Guillermo del Toro,"Zendaya, Meryl Streep, Natalie Portman",Norway,"June 21, 2022",2022,PG-13,4 Seasons,"International Movies, Science & Nature TV, Crime TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s165,Movie,The Iron Curtain,Barry Jenkins,"Denzel Washington, Natalie Portman",Philippines,"March 05, 2016",2016,NC-17,132 min,"Horror, Crime TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s166,Movie,Code Red,Spike Lee,"Meryl Streep, Leonardo DiCaprio, Natalie Portman, Tom Hanks",Denmark,"February 05, 2020",2020,TV-G,121 min,"Drama, Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.
s167,Movie,Crimson Peak,,"Brad Pitt, Leonardo DiCaprio, Idris Elba, Oscar Isaac",Italy,"October 10, 2015",2015,PG,97 min,"Music & Musicals, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s168,Movie,Crimson Peak,Barry Jenkins,,France,"March 04, 2018",2018,G,141 min,"Teen TV Shows, Comedy","Set against the backdrop of history, a love story that transcends time and borders."
s169,Movie,Starfall,Christopher Nolan,"Cate Blanchett, Brad Pitt",Spain,,2012,PG-13,144 min,"Anime Features, Horror, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s170,Movie,Frozen in Time,Greta Gerwig,"Brad Pitt, Zendaya, Cate Blanchett, Anthony Mackie, Tom Hanks",Italy,"September 16, 2010",2010,NC-17,60 min,Action & Adventure,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s171,Movie,Shattered Mirror,Bong Joon-ho,"Cate Blanchett, Oscar Isaac",Brazil,,2008,G,146 min,"Science & Nature TV, Documentaries","When secrets from the past resurface, a family must confront the truth before it destroys them."
s172,TV Show,Cobra Kai,,"Viola Davis, Lupita Nyong'o, Oscar Isaac",Spain,"June 06, 2015",2015,PG,8 Seasons,"Reality TV, Independent Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s173,TV Show,Emily in Paris,,"Viola Davis, Meryl Streep",Denmark,,2018,PG-13,8 Seasons,"Documentaries, Science & Nature TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s174,Movie,The Forgotten Path 4,,"Idris Elba, Ryan Gosling, Oscar Isaac",Nigeria,"November 22, 2016",2016,R,174 min,"Comedy, Drama, Thrillers",A comedy that brilliantly captures the chaos and joy of modern family life.
s175,TV Show,Dark,Bong Joon-ho,"Idris Elba, Cate Blanchett, Viola Davis, Tom Hanks, Leonardo DiCaprio",Australia,"August 26, 2007",2007,R,8 Seasons,"Crime TV Shows, Documentaries",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s176,Movie,City of Lights 2,Ava DuVernay,"Denzel Washington, Anthony Mackie",Brazil,"November 15, 2012",2012,TV-PG,168 min,"Crime TV Shows, Teen TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s177,TV Show,Lupin,Taika Waititi,"Cate Blanchett, Anthony Mackie",,"May 18, 2022",2022,TV-MA,1 Season,Independent Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s178,TV Show,Squid Game,Steven Spielberg,"Brad Pitt, Meryl Streep, Florence Pugh",Japan,"January 21, 2020",2020,PG,8 Seasons,"British TV Shows, Music & Musicals","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s179,Movie,Starfall 4,Guillermo del Toro,"Lupita Nyong'o, Oscar Isaac, Ryan Gosling, Anthony Mackie, Denzel Washington",France,"June 17, 2018",2018,TV-MA,157 min,Anime Features,"Based on true events, this documentary exposes the hidden world behind the headlines."
s180,TV Show,Narcos,Martin Scorsese,"Florence Pugh, Zendaya, Ana de Armas",Norway,"September 21, 2019",2019,NR,5 Seasons,"Stand-Up Comedy, Horror, Thrillers",A comedy that brilliantly captures the chaos and joy of modern family life.
s181,Movie,The Ghost Network 2,Chloe Zhao,"Florence Pugh, Idris Elba, Ana de Armas, Ryan Gosling, Tom Hanks",United States,,2015,G,96 min,"Anime Features, Horror, Comedy",A detective with a troubled past investigates a series of mysterious disappearances.
