show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s89,Movie,A Beautiful Mind,Steven Spielberg,"Cate Blanchett, Zendaya, Idris Elba, Ryan Gosling",Italy,"January 10, 2010",2010,UR,116 min,"Anime Features, Independent Movies, Romantic Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2010,1,Jan,116,,3,Anime Features,13,Classic (11-20y),Unrated
s90,Movie,Frozen in Time,Steven Spielberg,"Cate Blanchett, Zendaya, Ana de Armas",Philippines,"January 04, 2018",2018,R,158 min,Drama,A comedy that brilliantly captures the chaos and joy of modern family life.,2018,1,Jan,158,,1,Drama,5,Recent (3-5y),Adults
s91,Movie,Broken Wings,Barry Jenkins,"Brad Pitt, Anthony Mackie, Tom Hanks, Viola Davis, Florence Pugh",United Kingdom,"December 28, 2017",2017,R,167 min,Comedy,"Based on true events, this documentary exposes the hidden world behind the headlines.",2017,12,Dec,167,,1,Comedy,6,Moderate (6-10y),Adults
s92,Movie,Whispering Walls,Jordan Peele,"Leonardo DiCaprio, Tom Hanks",Mexico,"August 05, 2017",2017,TV-MA,163 min,Crime TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2017,8,Aug,163,,1,Crime TV Shows,6,Moderate (6-10y),Adults
s93,Movie,Broken Wings 3,Christopher Nolan,"Zendaya, Lupita Nyong'o, Idris Elba, Anthony Mackie",Indonesia,"February 13, 2017",2017,TV-Y7,101 min,Drama,A detective with a troubled past investigates a series of mysterious disappearances.,2017,2,Feb,101,,1,Drama,6,Moderate (6-10y),Kids
s94,Movie,Raw Power,Ryan Coogler,"Leonardo DiCaprio, Tom Hanks, Idris Elba, Viola Davis",Unknown,"November 17, 2010",2010,NC-17,141 min,"Stand-Up Comedy, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2010,11,Nov,141,,2,Stand-Up Comedy,13,Classic (11-20y),Adults
s95,Movie,City of Lights,Park Chan-wook,"Florence Pugh, Ana de Armas, Ryan Gosling, Natalie Portman",Japan,"February 17, 2020",2020,TV-MA,132 min,Comedy,A comedy that brilliantly captures the chaos and joy of modern family life.,2020,2,Feb,132,,1,Comedy,3,Recent (3-5y),Adults
s96,Movie,The Silent House,Spike Lee,"Oscar Isaac, Meryl Streep, Idris Elba, Cate Blanchett",Sweden,"September 14, 2016",2016,G,146 min,"Drama, Reality TV",A detective with a troubled past investigates a series of mysterious disappearances.,2016,9,Sep,146,,2,Drama,7,Moderate (6-10y),Kids
s97,TV Show,Never Have I Ever,Ava DuVernay,"Ana de Armas, Lupita Nyong'o, Meryl Streep, Ryan Gosling, Leonardo DiCaprio",Unknown,"March 25, 2014",2014,G,6 Seasons,"Sports Movies, Reality TV","Based on true events, this documentary exposes the hidden world behind the headlines.",2014,3,Mar,,6,2,Sports Movies,9,Moderate (6-10y),Kids
s98,TV Show,On My Block,Martin Scorsese,"Cate Blanchett, Denzel Washington, Ryan Gosling, Brad Pitt",South Korea,"May 15, 2002",2002,UR,7 Seasons,Children & Family Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2002,5,May,,7,1,Children & Family Movies,21,Vintage (20y+),Unrated
s99,Movie,The Silent House,Greta Gerwig,"Florence Pugh, Zendaya",United States,"January 15, 2008",2008,PG,65 min,"Sports Movies, Children & Family Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,2008,1,Jan,65,,2,Sports Movies,15,Classic (11-20y),Family
s100,TV Show,Never Have I Ever,Unknown,"Natalie Portman, Florence Pugh, Ana de Armas, Zendaya",Philippines,"March 22, 2014",2014,R,5 Seasons,"Comedy, Teen TV Shows","Set against the backdrop of history, a love story that transcends time and borders.",2014,3,Mar,,5,2,Comedy,9,Moderate (6-10y),Adults
s101,TV Show,Peaky Blinders,Denis Villeneuve,"Meryl Streep, Viola Davis, Idris Elba, Florence Pugh, Brad Pitt",Nigeria,"September 16, 2015",2015,NC-17,5 Seasons,"Horror, Sports Movies, Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2015,9,Sep,,5,3,Horror,8,Moderate (6-10y),Adults
s102,Movie,Desert Rain,David Fincher,"Ryan Gosling, Cate Blanchett, Viola Davis",Italy,"January 09, 2020",2020,NR,171 min,Romantic Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2020,1,Jan,171,,1,Romantic Movies,3,Recent (3-5y),Unrated
s103,Movie,The Last Dance,Ryan Coogler,"Leonardo DiCaprio, Cate Blanchett, Oscar Isaac, Ana de Armas",Argentina,"April 13, 2018",2018,NR,96 min,"Sports Movies, Teen TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2018,4,Apr,96,,2,Sports Movies,5,Recent (3-5y),Unrated
s104,Movie,Parallel Lives,Taika Waititi,"Lupita Nyong'o, Anthony Mackie",Italy,"April 24, 2017",2017,G,134 min,"Science & Nature TV, International Movies, Horror","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2017,4,Apr,134,,3,Science & Nature TV,6,Moderate (6-10y),Kids
s105,Movie,Edge of Glory,Barry Jenkins,"Ryan Gosling, Anthony Mackie, Florence Pugh, Natalie Portman",Argentina,"March 05, 2020",2020,NR,173 min,"Comedy, Music & Musicals, Korean TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2020,3,Mar,173,,3,Comedy,3,Recent (3-5y),Unrated
s106,Movie,Dark Waters,Denis Villeneuve,"Natalie Portman, Meryl Streep, Ana de Armas",Turkey,"October 16, 2018",2018,TV-14,130 min,"Drama, Korean TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.,2018,10,Oct,130,,2,Drama,5,Recent (3-5y),Teens
s107,Movie,Whispering Walls,Wes Anderson,"Viola Davis, Meryl Streep, Oscar Isaac, Ryan Gosling, Denzel Washington",Spain,"February 12, 2020",2020,NC-17,149 min,International Movies,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2020,2,Feb,149,,1,International Movies,3,Recent (3-5y),Adults
s108,TV Show,Lupin,Bong Joon-ho,"Anthony Mackie, Brad Pitt, Ryan Gosling, Natalie Portman, Leonardo DiCaprio",United Kingdom,"June 19, 2018",2018,TV-Y7,1 Season,Romantic Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2018,6,Jun,,1,1,Romantic Movies,5,Recent (3-5y),Kids
s109,Movie,Fire & Ice,Unknown,Unknown,France,"February 10, 2020",2020,NR,168 min,"Teen TV Shows, Crime TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines.",2020,2,Feb,168,,2,Teen TV Shows,3,Recent (3-5y),Unrated
s110,Movie,The Phoenix Project,Bong Joon-ho,"Meryl Streep, Lupita Nyong'o, Brad Pitt, Cate Blanchett",Thailand,"June 01, 2022",2022,TV-Y7,105 min,"Reality TV, Science & Nature TV, Thrillers","Set against the backdrop of history, a love story that transcends time and borders.",2022,6,Jun,105,,3,Reality TV,1,Very Recent (0-2y),Kids
s111,Movie,Raw Power,Kathryn Bigelow,"Denzel Washington, Tom Hanks",Indonesia,Not Available,2014,TV-Y7,157 min,"Documentaries, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them.",,,,157,,2,Documentaries,9,Moderate (6-10y),Kids
s112,Movie,The Last Dance 2,Denis Villeneuve,"Leonardo DiCaprio, Meryl Streep",Thailand,"July 13, 2001",2001,TV-Y7,133 min,"Thrillers, Reality TV, Korean TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2001,7,Jul,133,,3,Thrillers,22,Vintage (20y+),Kids
s113,Movie,Quantum Leap,Spike Lee,"Ryan Gosling, Brad Pitt, Tom Hanks, Natalie Portman, Meryl Streep",Indonesia,"February 05, 2011",2011,TV-14,139 min,"Crime TV Shows, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.,2011,2,Feb,139,,2,Crime TV Shows,12,Classic (11-20y),Teens
s114,TV Show,The Circle,Park Chan-wook,"Zendaya, Viola Davis, Lupita Nyong'o",Mexico,"May 24, 2022",2022,TV-Y7,4 Seasons,"Reality TV, Anime Features","Based on true events, this documentary exposes the hidden world behind the headlines.",2022,5,May,,4,2,Reality TV,1,Very Recent (0-2y),Kids
s115,TV Show,Locke & Key,Guillermo del Toro,"Leonardo DiCaprio, Ana de Armas, Natalie Portman",Brazil,"July 22, 2020",2020,PG,4 Seasons,"Horror, Science & Nature TV","Based on true events, this documentary exposes the hidden world behind the headlines.",2020,7,Jul,,4,2,Horror,3,Recent (3-5y),Family
s116,TV Show,Cobra Kai,David Fincher,"Meryl Streep, Anthony Mackie, Viola Davis, Ana de Armas, Ryan Gosling",Canada,"March 21, 2019",2019,TV-MA,6 Seasons,"Documentaries, Drama","When secrets from the past resurface, a family must confront the truth before it destroys them.",2019,3,Mar,,6,2,Documentaries,4,Recent (3-5y),Adults
s117,Movie,A Beautiful Mind,Sofia Coppola,"Oscar Isaac, Viola Davis, Brad Pitt",Sweden,"May 14, 2016",2016,G,180 min,"Horror, Stand-Up Comedy, International Movies",Five strangers are brought together by fate in a city that never sleeps.,2016,5,May,180,,3,Horror,7,Moderate (6-10y),Kids
s118,Movie,Echoes of Tomorrow 4,Barry Jenkins,"Oscar Isaac, Ana de Armas",Brazil,"June 21, 2009",2009,NR,91 min,"Thrillers, Teen TV Shows, Korean TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2009,6,Jun,91,,3,Thrillers,14,Classic (11-20y),Unrated
s119,TV Show,Narcos,David Fincher,"Viola Davis, Idris Elba, Oscar Isaac",Unknown,Not Available,2016,R,4 Seasons,"Action & Adventure, British TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",,,,,4,2,Action & Adventure,7,Moderate (6-10y),Adults
s120,Movie,Broken Wings 4,Alfonso Cuarón,"Cate Blanchett, Tom Hanks, Idris Elba, Natalie Portman, Ryan Gosling",Australia,"June 28, 2008",2008,TV-14,162 min,"Korean TV Shows, British TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2008,6,Jun,162,,2,Korean TV Shows,15,Classic (11-20y),Teens
s121,Movie,Broken Wings,Greta Gerwig,"Ana de Armas, Lupita Nyong'o, Denzel Washington",France,"November 18, 2011",2011,TV-Y7,122 min,"Horror, Thrillers",Five strangers are brought together by fate in a city that never sleeps.,2011,11,Nov,122,,2,Horror,12,Classic (11-20y),Kids
s122,Movie,Dark Waters 2,Christopher Nolan,"Tom Hanks, Cate Blanchett, Florence Pugh, Brad Pitt, Ryan Gosling",Philippines,"August 06, 2020",2020,NR,97 min,Anime Features,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2020,8,Aug,97,,1,Anime Features,3,Recent (3-5y),Unrated
s123,Movie,Code Red,Barry Jenkins,"Cate Blanchett, Tom Hanks",Italy,"December 15, 2005",2005,UR,166 min,"Children & Family Movies, International Movies, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2005,12,Dec,166,,3,Children & Family Movies,18,Classic (11-20y),Unrated
s124,TV Show,Narcos,Unknown,"Natalie Portman, Cate Blanchett",Italy,"March 20, 2018",2018,TV-14,4 Seasons,British TV Shows,Five strangers are brought together by fate in a city that never sleeps.,2018,3,Mar,,4,1,British TV Shows,5,Recent (3-5y),Teens
s125,Movie,Neon Dreams,Unknown,"Zendaya, Lupita Nyong'o, Tom Hanks, Ryan Gosling",Canada,"January 09, 2020",2020,UR,76 min,Horror,Five strangers are brought together by fate in a city that never sleeps.,2020,1,Jan,76,,1,Horror,3,Recent (3-5y),Unrated
s126,TV Show,Jupiter's Legacy,Barry Jenkins,"Ryan Gosling, Idris Elba, Brad Pitt",Unknown,"September 24, 2008",2008,UR,8 Seasons,"Crime TV Shows, British TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2008,9,Sep,,8,2,Crime TV Shows,15,Classic (11-20y),Unrated
s127,TV Show,The Circle,Unknown,"Ana de Armas, Florence Pugh, Meryl Streep, Anthony Mackie, Ryan Gosling",Japan,"June 18, 2020",2020,TV-Y,6 Seasons,"Comedy, Korean TV Shows, Documentaries",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2020,6,Jun,,6,3,Comedy,3,Recent (3-5y),Kids
s128,Movie,Echoes of Tomorrow,Unknown,"Brad Pitt, Ana de Armas, Denzel Washington, Idris Elba, Tom Hanks",Spain,"June 22, 2013",2013,TV-Y,140 min,"Children & Family Movies, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them.",2013,6,Jun,140,,2,Children & Family Movies,10,Moderate (6-10y),Kids
s129,Movie,Shadow Protocol,Martin Scorsese,"Oscar Isaac, Leonardo DiCaprio, Lupita Nyong'o",Nigeria,"July 03, 2006",2006,TV-G,107 min,"Horror, Reality TV","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2006,7,Jul,107,,2,Horror,17,Classic (11-20y),Family
s130,Movie,Neon Dreams 4,Unknown,"Viola Davis, Natalie Portman",France,"April 03, 2019",2019,TV-14,153 min,"Stand-Up Comedy, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.,2019,4,Apr,153,,2,Stand-Up Comedy,4,Recent (3-5y),Teens
s131,Movie,Fire & Ice,Kathryn Bigelow,"Leonardo DiCaprio, Florence Pugh, Oscar Isaac, Idris Elba",Thailand,"November 02, 2015",2015,NR,74 min,Independent Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2015,11,Nov,74,,1,Independent Movies,8,Moderate (6-10y),Unrated
s132,TV Show,Narcos,Unknown,"Idris Elba, Denzel Washington, Brad Pitt, Zendaya",Germany,Not Available,2006,UR,1 Season,Reality TV,A comedy that brilliantly captures the chaos and joy of modern family life.,,,,,1,1,Reality TV,17,Classic (11-20y),Unrated
s133,TV Show,Ozark,Denis Villeneuve,"Denzel Washington, Idris Elba, Ryan Gosling, Florence Pugh, Zendaya",United Kingdom,"March 18, 2022",2022,R,5 Seasons,"Science & Nature TV, Children & Family Movies, Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2022,3,Mar,,5,3,Science & Nature TV,1,Very Recent (0-2y),Adults
s134,Movie,Digital Nomad,Park Chan-wook,"Zendaya, Idris Elba",Canada,"January 06, 2009",2009,PG-13,160 min,"Anime Features, Thrillers, Stand-Up Comedy","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2009,1,Jan,160,,3,Anime Features,14,Classic (11-20y),Teens
s135,TV Show,Bridgerton,Greta Gerwig,"Idris Elba, Anthony Mackie",Spain,"August 15, 2018",2018,TV-14,8 Seasons,"Thrillers, Stand-Up Comedy, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2018,8,Aug,,8,3,Thrillers,5,Recent (3-5y),Teens
s136,TV Show,Never Have I Ever,Greta Gerwig,"Leonardo DiCaprio, Lupita Nyong'o, Florence Pugh",Argentina,"January 18, 2011",2011,PG-13,4 Seasons,"Children & Family Movies, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.,2011,1,Jan,,4,2,Children & Family Movies,12,Classic (11-20y),Teens
s137,Movie,Whispering Walls,Wes Anderson,"Viola Davis, Cate Blanchett",Australia,"May 11, 2021",2021,TV-G,85 min,"British TV Shows, International Movies","Set against the backdrop of history, a love story that transcends time and borders.",2021,5,May,85,,2,British TV Shows,2,Very Recent (0-2y),Family
s138,Movie,Raw Power,Alfonso Cuarón,Unknown,Indonesia,"January 25, 2022",2022,G,127 min,Science & Nature TV,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2022,1,Jan,127,,1,Science & Nature TV,1,Very Recent (0-2y),Kids
s139,TV Show,Too Hot to Handle,Steven Spielberg,"Meryl Streep, Oscar Isaac",Nigeria,"December 03, 2016",2016,TV-Y,3 Seasons,"Reality TV, Action & Adventure, Comedy","Based on true events, this documentary exposes the hidden world behind the headlines.",2016,12,Dec,,3,3,Reality TV,7,Moderate (6-10y),Kids
s140,Movie,Golden Hour,Ryan Coogler,"Idris Elba, Viola Davis, Natalie Portman, Tom Hanks, Cate Blanchett",Denmark,"August 11, 2011",2011,PG,158 min,Sports Movies,A detective with a troubled past investigates a series of mysterious disappearances.,2011,8,Aug,158,,1,Sports Movies,12,Classic (11-20y),Family
s141,TV Show,Money Heist,Unknown,"Meryl Streep, Cate Blanchett, Florence Pugh, Viola Davis",Italy,"May 27, 2019",2019,G,7 Seasons,"Teen TV Shows, Korean TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,5,May,,7,2,Teen TV Shows,4,Recent (3-5y),Kids
s142,Movie,Parallel Lives 2,Greta Gerwig,"Meryl Streep, Florence Pugh",Japan,"November 03, 2019",2019,TV-Y,62 min,Romantic Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2019,11,Nov,62,,1,Romantic Movies,4,Recent (3-5y),Kids
s143,Movie,Digital Nomad,Ryan Coogler,"Meryl Streep, Natalie Portman",Nigeria,"July 22, 2017",2017,TV-Y7,83 min,"Anime Features, Sports Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2017,7,Jul,83,,2,Anime Features,6,Moderate (6-10y),Kids
s144,Movie,Dark Waters 4,Jordan Peele,"Florence Pugh, Oscar Isaac, Ryan Gosling, Natalie Portman, Leonardo DiCaprio",Nigeria,"November 26, 2017",2017,UR,105 min,"Teen TV Shows, Independent Movies",Five strangers are brought together by fate in a city that never sleeps.,2017,11,Nov,105,,2,Teen TV Shows,6,Moderate (6-10y),Unrated
s145,Movie,Shadow Protocol,Spike Lee,"Idris Elba, Zendaya",Spain,"October 08, 2017",2017,TV-G,90 min,"Teen TV Shows, Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2017,10,Oct,90,,2,Teen TV Shows,6,Moderate (6-10y),Family
s146,TV Show,Black Mirror,Spike Lee,"Natalie Portman, Zendaya, Viola Davis",Denmark,"October 19, 2019",2019,PG-13,8 Seasons,"International Movies, Thrillers, Independent Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2019,10,Oct,,8,3,International Movies,4,Recent (3-5y),Teens
s147,Movie,Silent Storm 2,Wes Anderson,"Leonardo DiCaprio, Viola Davis, Zendaya, Cate Blanchett, Denzel Washington",Mexico,"March 25, 2018",2018,PG-13,107 min,"Reality TV, British TV Shows, Documentaries",Five strangers are brought together by fate in a city that never sleeps.,2018,3,Mar,107,,3,Reality TV,5,Recent (3-5y),Teens
